IssueType,ParentId,TaskId,TaskName,TaskContent,Status,DateCreatedText,DueDateText,StartDateText,Assignees,Priority,ListName,ProjectName,SpaceName,TimeEstimated,tags1,tags2,tags3,tags4,tags5,attachment1,attachment2,attachment3,comment1
story,,behcz,Add Flutter on-boarding guide to docs,"Creator checklist\\ I've added at least one use case\\ I've added a short description of what the feature should be\\ Use case(s)\\ As a developer with a Flutter project I want to add and configure Flutter projects easily so that I can have faster and more stable builds with the necessary tooling in place.\\ Description\\ We're adding official Flutter support to Bitrise and there needs to be proper documentation around it to help users onboard. This should be along the same lines of the rest of the platform on-boarding guides.\\ ",Closed,19/Nov/18 11:31 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,epic:_flutter_support,,,,,,,"25/Jan/19 2:38 PM;anna.banyik@bitrise.io;@Zoltán Bába One extra step has been added to the guide (""If you have an iOS project in your Flutter project, you will have to select an .ipa export method."") and the article is approved by Tomi. I released it to Devcenter.
"
task,,vp2gx,Bitrise Style Guide: markdown and formatting,"Having a chapter on how we use markdown and formatting at Bitrise. Part of   \\ ",Closed,06/May/19 4:27 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,maintenance,,,,,,,
task,,4kecu,Create a Bitrise on-boarding guide,"Currently we have no co-ordinated and consistent way to onboard new starters at Bitrise.\\ \\ We have a placeholder in Nuclino to create an on-boarding guide but someone needs to co-ordinate across teams and put together:\\ \\ A generic guide for all new starters\\ A team specific guide for each individual team, the team should be responsible for owning this, but someone needs to co-ordinate them\\ \\ ",Closed,03/Jul/18 3:15 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,18000,maintenance,,,,,,,,"19/Jul/18 3:48 PM;anna.banyik@bitrise.io;First review round done, currently on management review.
","17/Jul/18 5:04 PM;anna.banyik@bitrise.io;Initial drafting is done, I sent it to review to some colleagues who are interested to help and review. For the rest of the week the plan is to finalize the general part and get it approved with management. Next week I hope to receive input for the team-specific parts!
"
sub-task,thq3w,,Sign off,null,Closed,18/Apr/19 12:35 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,egqg2,Document using App Bundles for Android,"Use case(s)\\ User wants to build Android app bundles on Bitrise but is unsure if they are supported with our Android steps.\\ How it should work for the user\\ User should be able to search for App bundles on DevCenter and find the relevant information on how to configure their use on Bitrise. \\ Additional resources/research (optional)\\ ",Closed,07/Jan/19 3:00 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,platform:_android,,,,18/Jul/19 4:37 PM;Admin;https://attachments.clickup.com/a17bb5c0-e7bf-4407-9b58-9a235ba5af6e/Screenshot%202019-01-07%20at%2015.11.15.png,18/Jul/19 4:37 PM;Admin;https://attachments.clickup.com/85c2f448-434c-4cfa-94b4-04b20ea9e0d1/Screenshot%202019-01-07%20at%2015.10.33.png,,"10/May/19 9:01 AM;anna.banyik@bitrise.io;Tooling started working on this feature. Bumping up the estimated hour on this card, as there are 5 related tooling cards to check for our guide/possibly include stuff in it. 
","30/Jan/19 11:03 AM;anna.banyik@bitrise.io;Tooling have just informed me that the app bundle process will soon change for the better due to their card: aqbqd so it is worth waiting for that card to be completed and cross check with them how the process has changed. (""Every Android step which uses the BITRISE_APK_PATH should work with the BITRISE_AAB_PATH as well.) I'm moving this card back to Ready to Sprint.
","07/Jan/19 3:22 PM;sandor.feher@bitrise.io;the second picture is a setup for the export options on the gradle runner, to copy the files to the deploy directory and you need to rewrite the *.apk keyworks to *.aab so it will use the bundles now. but the output of the step will still be $BITRISE_APK_PATH evn tho now it will be a bundle file.
","07/Jan/19 3:20 PM;sandor.feher@bitrise.io;the first picture is the gradle task, as for apk-s you need an assemble task like assembleRelease or assembleDebug but for aab (android app bundle) files you need to use the bundle keyword like bundleRelease or bundleDebug etc.
","07/Jan/19 3:13 PM;sandor.feher@bitrise.io;Screenshot 2019-01-07 at 15.10.33.png
Screenshot 2019-01-07 at 15.11.15.png
gradle runner step-hez ez a setup bundlehoz
"
sub-task,hm0f9,,Signoff,null,Closed,08/Feb/19 12:28 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,3nnnb,Collecting recurring issues that are not covered by devcenter at the moment,"list based on tags from Bazsonyi Tamas ongoing work\\ ",Closed,02/May/18 4:13 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,df3fr,Research for Flutter support,"Use case(s)\\ Flutter support will soon be live on Bitrise. In order to be able to create effective documentation, we need to research how Flutter implementation will work. \\ How it should work for the user\\ n/a\\ Additional resources/research (optional)\\ ",Closed,11/Dec/18 5:19 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
story,,5v44n,Connecting your account to GitHub/BitBucket/GitLab,"Write a guide telling users how to do it - currently we only instruct them on how to sign up using these services. \\ ",Closed,09/Aug/18 12:24 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,,,,,,,
sub-task,r5t2x,,Review,null,Closed,08/Apr/19 9:23 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,u6qxe,,Review,null,Open,24/Apr/19 1:45 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,pqmuk,Customer feedback from the Tokyo visit,"What should we do?\\ Analyse all customer feedback from the recent Tokyo trip to identify possible documentation impact and potential for improvement.\\ Why should we do it?\\ Customer input on visibility and accessibility of important information is crucial. We need to close any apparent gaps in our documentation to make sure coveted information is available and easy to find. \\ More details\\ Feedback available here: https://app.nuclino.com/Bitrise/Product/Customer-visits-e78e83a1-2007-4d6f-a712-a793cf6f2588\\ ",Closed,26/Mar/19 1:36 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,10800,maintenance,,,,,,,
story,,gqk9h,iOS troubleshooting: duplicated devices,"Use case(s)\\ https://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/conversation/20601846990\\ How it should work for the user\\ Our troubleshooting guide should let the users know how to solve this problem. \\ Additional resources/research (optional)\\ ",Closed,31/Jan/19 5:10 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
task,,vrdtq,Research: App transfer and its security aspects,"  understand this card and collect details from Norbi once he is finished with development. Check the designed pop-up and its text. See which Devcenter articles might get affected.\\ ",Closed,07/May/19 10:01 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,maintenance,,,,,,,,"09/May/19 9:51 AM;anna.banyik@bitrise.io;Feature is on hold at the moment, not complete, no release this week.
"
story,,5v465,Getting started with Steps,"A guide on managing steps in the workflow editor\\ \\ how to manage inputs \\ adding, removing, rearranging steps \\ environment variables in steps \\ \\ The existing guides do not have enough information.\\ ",Closed,09/Aug/18 12:26 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
task,,buamv,Fixing run_if codeblock error in Enable/Disable a step article,"Bence found an incomplete codeblock in https://devcenter.bitrise.io/tips-and-tricks/disable-a-step-by-condition/, check in forestry and fixing it.\\ ",Closed,28/Nov/18 11:01 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,devcenter,quick_fix,,,,,,
story,,j22m6,Storing and Sharing workflows among apps (tips),"Use case(s)\\ Unrelatedly, is there a standard/best practice for sharing a workflow across an organization? Right now I'm looking with some concern at the number of repositories we'll eventually be putting on Bitrise, and thinking that I'm going to want some way to manage them en masse rather than one at a time. My first and thus far only thought is to use a script to pull down the YML or something, but I figure I should probably ask if this is something that's already been dealt with successfully elsewhere.\\ Description\\ \\ How it should work for the user\\ That's a great question! 🙂Our build system and CLI provides great flexibility on handling workflows/bitrise.ymls. A few options (including the solution that you also mentioned):\\ - You can create a workflow and when you onboard new apps you can simply copy the yml of the app to the new one using the bitrise.yml tab of the Workflow Editor. The newly added apps would always have the latest config in this case, but the previously added apps would need to be updated manually if needed.\\ - You can store the bitrise.yml in the project's repo. This would mostly be similar to the previously mentioned method, but would add the ability to track the changes using your own source control system.\\ - You can store the bitrise.yml in a repository that would be used to keep every project's yml. This way you have the ability to track the changes to the ymls in a different repository and these changes wouldn't create extra noise in the project repository. You can create a common yml that can be called from within any other bitrise.yml and you can have the project specific ymls in their own folders.\\ \\ Also regarding the solutions where you store the yml a repository: you don't need to worry about editing the workflows manually as you can use our workflow editor using our CLI 🤓\\ \\ Let me know if you'd need any further info on any of these or do feel free to let us know if you have any other ideas! We love to hear new ways our users figure out to make better use of Bitrise 🤓\\ Key Results that need to be tracked\\ \\ Additional resources / research (optional)\\ ",Closed,13/Feb/19 10:35 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,helps_support,,,,,,
task,,tzbcj,Bitrise Style Guide: language,"What should we do?\\ Write a chapter on the language we should use at Bitrise. Overall style, word usage, punctuation, capitalization, title conventions and so on. \\ Why should we do it?\\ To make some progress with a style guide :)\\ More details\\ ",Closed,23/Apr/19 3:44 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,maintenance,,,,,,,
task,,4p9yv,CMS analysis: Forestry.io,"Dato CMS is not suitable. Forestry.io is the next best candidate. Needs a new static site generator and a new documentation theme. \\ ",Closed,06/Jul/18 4:23 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,maintenance,,,,,,,
sub-task,xyhc4,,Review,null,Open,22/May/19 11:33 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
bug,,a552j,Extend Deploying articles based on Bitrise OTA Deployment,"As per user's feedback it is not clear in our documentation where exactly the 'long, random URL' can be found.\\ \\ For reference: https://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/conversation/19304370152\\ \\ This triggered a discussion of extending our new deployment sections with how to find the URL and how to notify users (basically all the useful features described in Bitrise OTA App Deployment section which we originally wanted to rewrite).  \\ ",Closed,31/Oct/18 12:41 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,helps_support,issue,,,,,,
task,,bpkku,"Research SAML setup Datadog, Google Suite)","- https://support.google.com/a/answer/7553768\\ - https://docs.datadoghq.com/account_management/saml/google/\\ ",Closed,26/Nov/18 10:37 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,epic:_saml_sso,,,,,,,
story,,10acvq,Restructure Getting started with React Native guide,"\\ How it should work for the user\\ Streamline our current guide so that it only focuses on the RN-specific stuff and only links to other related Devcenter articles to make the whole flow shorter. We aim to reduce current bounce rate to 25 % with this work as part of this OKR.\\ \\ ",Closed,11/Jun/19 9:27 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,,,,,,,
task,,bcetv,Update VDT device testing article with new Test devices,"As per Tooling's card   current Test devices in the step description are outdated. Tooling working on updating them and will ping us once done.\\ ",Closed,14/Nov/18 10:49 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,3600,platform:_android,quick_fix,,,,,,
story,,9br72,How to install offline Workflow Editor,"Based on Jozsi's article: https://discuss.bitrise.io/t/workflow-editor-v2-open-source-offline-workflow-editor/39  and the repo https://github.com/bitrise-io/bitrise-workflow-editor would be nice to add an article on the offline Workflow Editor to our DevCenter. Also interview Jozsi for any additional info (what you can do and what you cannot do in offline mode)\\ ",Closed,15/Oct/18 4:12 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,,,,,,,
story,,5833p,Support for custom headers in outgoing webhooks,"   - document this in the Outgoing webhooks section of the DevCenter. \\ ",Closed,20/Jul/18 10:08 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,,,,,,,
story,,3tq18,Bitrise Quick Start Guide,"In the new structure, the Bitrise Quick Start Guide should replace the Getting started section. This is a guide to sign up, set up your first app and run your first build on bitrise. A lot of the current content is reuseable. \\ ",Closed,08/Jun/18 5:16 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,,,,,,,
story,,q4bmn,Publishing the translation of webhooks,"Articles translated from English to Japanese have to be moved to the live environment. Afterwards we have to check that the menus are set correctly and therefore navigation is seamless and simple. \\ Translated DevCenter section:  webhooks\\ \\ Translated articles (both JP and EN titles):  \\ webhooksの追加(Adding webhooks)\\ Github webhookの追加(Adding a Github webhook)\\ Gitlab webhookの追加(Adding a Gitlab webhook)\\ Gogs webhookの追加(Adding a Gogs webhook)\\ Slack webhookの追加(Adding a Slack webhook)\\ Visual Studio webhookの追加(Adding a Visual Studio webhook)\\ Assmbla webhookの追加(Adding a Assmbla webhook)\\ Deveo webhookの追加(Adding a Deveo webhook)\\ outgoing webhookの追加(Adding a outgoing webhook)\\ Webhookトラブルシューティング(Webhook Troubleshooting)\\ \\ ",Closed,29/Mar/19 2:38 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,publish:_our_sites_(blog_/_newsletter_/_devcenter_/_github_lists,_...),review,,,,
task,,3nnn9,Rewrite the Bitrise DevCenter - What is Bitrise?,"Include info from Intro/Bitrise CLI and Bitrise.yml\\ Benefits main page: continuous delivery, hosted environment, code security, open source, customizable workflows, support by Devs for Devs, etc.\\ \\ A first rewrite done: pull request added on 2018.06.11.\\ ",Closed,03/May/18 11:08 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,huzmj,Bitrise CLI Intro/Index restructuring,"Use case(s)\\ Our Intro to Bitrise CLI is great but it lacks some update with links and needs some editing https://devcenter.bitrise.io/bitrise-cli/index/\\ How it should work for the user\\  Lacks some links to our newer articles, some notes need to be put to proper admonition instead of italics, etc.\\ Additional resources/research (optional)\\ ",Closed,11/Feb/19 10:33 AM,,,,3,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
story,,123twf,Updating prerequisites of using our Google Play Deploy Step,"Prerequisites of using the Google Play Deploy step has been updated in its step description. Our guides are still mentioning:\\ ""Learn how to:\\ Register to Google Play Store and set up your project.\\ Set up Google Play API access.""\\ \\ where there should be more instructions including an optional step.\\ Then continue with the config of our Google Play Deploy step.\\ ",Closed,24/Jun/19 2:28 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,platform:_android,,,,,,
story,,pqvux,Managing files in Generic file storage with Bitrise API,"Use case(s)\\ User doesn't have a detailed description of how to use our API to manage files in the Generic File Storage section.\\ Description\\ Create a guide on what you can do with the API in relation to Generic file storage: how to upload, update, delete, list, etc files with endpoints. \\ User journey\\ User can understand when and how to use our APIs if he/she wants to manage his files in Generic File Storage. User is directed to our official Swagger documentation for more technical details and try out.\\ Key Results that need to be tracked\\ Additional resources / research (optional)\\ ",Closed,26/Mar/19 3:43 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,api,enhancement,,,,,,
task,,3gud8,Allowing the Bitrise Support User in your account,"how to set up the Bitrise Suppport User\\ what support user can see (no access to billing details) only access to builds, edit workflows and inputs\\ ideally, support user creates a new worklflow and titles it as support > user can compare it with original workflow and if works, dump their own\\ \\ Waiting on tech review: https://github.com/bitrise-io/devcenter/pull/228 15 June 2018\\ ",Closed,30/May/18 3:41 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,hv1ja,Clarifying how roles work in organizations,"Use case(s)\\ Users seem to be confused about how roles work in teams and organizations, what rights the different roles entail. A clarifying article about how roles work is necessary. \\ How it should work for the user\\ The user should be able to find out all the relevant information about the different roles, how to assign people roles and what impact does it have on an app. \\ Additional resources/research (optional)\\ ",Closed,11/Feb/19 11:09 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,18000,enhancement,,,,,,,
bug,,72ukk,Correcting Organization guides: group creation/membership,"Incorrect information about ""admin"" role in orgs. It only exists for Apps. Update to state that only owners can create groups and add members to groups. \\ ",Closed,29/Aug/18 3:06 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,issue,,,,,,,
story,,583dp,Automatically add webhook on Code tab,"  \\ ",Closed,20/Jul/18 10:29 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
story,,3b786,Update the spec/docs (in bitrise CLI repo) + the DevCenter : output aliases + input groups + project type in bitrise.yml,"We got some ondocumented changes around the bitrise-cli, update the spec & devcenter!\\ \\ create an output alias section based on: https://discuss.bitrise.io/t/monthly-release-of-bitrise-cli-tools-and-summary-of-updates-may-2017-cli-v1-6-1/1690\\ create an input groups based on this: https://github.com/bitrise-io/bitrise/blob/master/_docs/bitrise-yml-format-spec.md#environment-properties\\ create an project type section based on: https://github.com/bitrise-io/bitrise/blob/master/_docs/bitrise-yml-format-spec.md#top-level-bitriseyml-properties and https://github.com/bitrise-io/bitrise/blob/master/_docs/step-development-guideline.md#step-grouping-convention\\ create a timeout sectiom based on: https://github.com/bitrise-io/bitrise/blob/master/CHANGELOG.md#release-notes-9\\ create a template envs section based on: https://github.com/bitrise-io/bitrise/blob/master/CHANGELOG.md#120-2015-oct-02, https://github.com/bitrise-io/bitrise/blob/master/bitrise/template_util.go#L17\\ \\ docs in bitrise cli repo: \\ \\ https://github.com/bitrise-io/bitrise/tree/master/_examples\\ https://github.com/bitrise-io/bitrise/tree/master/_docs\\ https://github.com/bitrise-io/bitrise/tree/master/_lessons\\ \\ \\ ",Closed,09/May/17 7:26 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,,devcenter,enhancement,,,,,,
sub-task,3b768,,blogpost,null,Open,14/Aug/18 1:41 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,rq9gq,Bitrise Style Guide - introduction,"What should we do?\\ Write an introduction to the Bitrise Style Guide. \\ Why should we do it?\\ To explain why a Style Guide is necessary and what will be the main topics we'll talk about in the guide. \\ More details\\ The task's aim is not to create the very final version of Introduction, of course. It's an initial summary that should help shaping the process of creating a style guide. \\ ",Closed,11/Apr/19 4:50 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,maintenance,,,,,,,
sub-task,r5trv,,"Please discuss this with ﻿@Peter Szabo﻿ , he knows the details of when and how it's possible to disable 2FA on accounts.",null,Closed,09/Apr/19 11:25 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
bug,,e10mz,"Incorrect ""build details/artifacts"" endpoint description (https://api-docs.bitrise.io)","Actual Behaviour\\ The ""artifact list"" endpoint's URL is wrong (at https://api-docs.bitrise.io/#/build-artifact/artifact-list )\\  \\ That URL (../builds/BUILD-SLUG) is to fetch the build details, to fetch the artifacts the URL is .../builds/BUILD-SLUG/artifacts (`/artifacts` missing).\\ Expected Behaviour\\ The URL should be fixed, as well as it seems the actual description of .../builds/BUILD-SLUG is missing.\\ \\ So, basically there should be two endpoints, both documented:\\ \\ /apps/{app-slug}/builds/{build-slug}\\ /apps/{app-slug}/builds/{build-slug}/artifacts \\ Steps to Reproduce\\ https://api-docs.bitrise.io/#/build-artifact/artifact-list\\ ",Closed,29/Dec/18 3:39 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,issue,,,,,,,
story,,pgvd3,Rework API documentation introduction,"Use case(s)\\ Someone wishes to read about the basics of the Bitrise API.\\ How it should work for the user\\ The overview parts - introduction, authentication, pagination - should be presented as separate sections, to increase their visibility. They must contain all necessary information in a clearly presented way. \\ Additional resources/research (optional)\\ ",Closed,25/Mar/19 11:19 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,,,,,,,
bug,,97pmx,Clearing up formatting issues in DevCenter,"Forestry introduced a few formatting issues: rendering code within bold or italic does not work. \\ \\ \\ ",Closed,26/Oct/18 11:46 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,issue,,,,,,,
story,,3tpy7,"Write ""Build artifacts"" section","What are build artifacts\\ viewing and downloading them (https://blog.bitrise.io/view-json-and-csv-files-in-artifacts)\\ passing build artifacts between builds (https://blog.bitrise.io/pass-artifacts-between-builds)\\ ",Closed,08/Jun/18 4:58 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,,"31/Jul/18 1:03 PM;anna.banyik@bitrise.io;About caching and Build artifacts online on review with Tooling and Website
","27/Jul/18 4:11 PM;anna.banyik@bitrise.io;Apps & artifacts drafting done
","27/Jul/18 1:23 PM;anna.banyik@bitrise.io;This card has been broken into two subtasks and use case specific blogpost is not needed as such in DevCenter. Extra explanation on caching in case of PR, tag event, ignore files have been added to About Caching - waiting on review.
","16/Jul/18 9:26 AM;anna.banyik@bitrise.io;Waiting on initial developer review
"
story,,nvg7v,Create an article about how our free OSS plan works,"Use case(s)\\ Currently we gift a ""1 concurrency + 45 minute build time and non-shared resource plan"" for each public repository app separately. This means this can be redeemed from both Organizations and personal accounts, and this also isn't clear nor explained anywhere, it's insanely confusing. \\ How it should work for the user\\ The users could access / be directed to an article that explains this well and we could reduce the amount of questions and confusion.\\ Additional resources/research (optional)\\ Everything I have to go on about understanding this feature is this slack thread: https://bitfall.slack.com/archives/C5XLXLZ5Z/p1552297962145200\\ ",Closed,19/Mar/19 9:48 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,team-tech-writing,,,,,,
sub-task,ryv93,,Review,null,Closed,12/Apr/19 5:32 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,ve97z,"Publishing the translation of ""Deployment""","Articles translated from English to Japanese have to be moved to the live environment. Afterwards we have to check that the menus are set correctly and therefore navigation is seamless and simple. \\ Translated DevCenter section: \\ デプロイ (Deployment)\\ Translated articles (both JP and EN titles): \\ Androidアプリのデプロイ (Deploying Android apps)\\ \\ 単一ワークフローでの複数のフレーバーAPKの生成とデプロイ (Generate and deploy multiple flavor APKs in a single workflow)\\ \\ iOSアプリのデプロイについて (Introduction to deploying iOS apps)\\ \\ Bitrise.ioへiOSアプリのデプロイ (Deploying an iOS app to Bitrise.io)\\ \\ 外部テスト用アプリのデプロイ (Deploying an iOS app for external testing)\\ \\ iTunes ConnectへiOSアプリのデプロイ (Deploying an iOS app to iTunes Connect)\\ \\ シミュレータ用iOSアプリのデプロイ (Deploying an iOS app for simulators)\\ \\ \\ ",Closed,03/May/19 5:06 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,publish:_our_sites_(blog_/_newsletter_/_devcenter_/_github_lists,_...),review,,,,
task,,naw0c,Research: applications with the API,"What should we do?\\ Research how applications can be added, deleted, listed etc with the Bitrise API.\\ Why should we do it?\\ To be able to provide quality documentation about it to users. \\ More details\\ ",Closed,13/Mar/19 4:07 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,18000,maintenance,,,,,,,
sub-task,k0jkv,,Check the Sign up with Github/Bitbucket/Gitlab processes if this up to date,null,Closed,27/Mar/19 11:12 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,7200,,,,,,,,
sub-task,r9g4h,,Review by peer TW,null,Closed,08/Apr/19 12:32 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,behcz,,Signoff,null,Closed,19/Nov/18 11:31 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,rq9gq,,Review,null,Closed,11/Apr/19 4:51 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,k0jkv,,Signoff,null,Closed,21/Feb/19 3:39 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,xyj43,,Review,null,Open,22/May/19 11:45 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,t5pyd,Guide on adding Bitrise as a SAML app to Okta,"Use case(s)\\ I'm trying to add Bitrise as a SAML app to our Identity Provide, Okta, but got stuck.\\ Description\\ Put together a guide on how to set up Bitrise as a SAML app and configure it in Okta (difference from current Google Suite Guide is that with Okta you have to provide audience URI /should be Bitrise/ and add a user before configuring the SAML connection)\\ User journey\\ Key Results that need to be tracked\\ Additional resources / research (optional)\\ ",Closed,15/Apr/19 2:51 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,epic:_saml_sso,,,,,,
story,,f53yd,Improve API documentation on DevCenter,"Use case(s)\\ The API documents on DevCenter are consulted for non-reference information regarding the usage of the API.\\ How it should work for the user\\ The user should be able to understand the general concepts applied in the API, along with important high-level usage info. This information should be presented in a clear, structured format. \\ Additional resources/research (optional)\\ ",Closed,14/Jan/19 6:04 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,18000,enhancement,,,,,,,
story,,bx7dp,Clear up the How to use the Generic File Storage tutorial,"As per user feedback, this guide is not easy to use right now. \\ ",Closed,29/Nov/18 4:14 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
sub-task,g4b87,,Identify the next chapter to be updated,null,Closed,25/Jan/19 1:52 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,3b768,Multi flavour Android APK deploy to Google Play Store - guide / how to,"Simply write a #howto on devcenter about how you can deploy (~ whitelabel app) multiple separate APKs into the Google Play Store, in a single workflow.\\ \\ See e.g. https://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/373320/conversations/14700184392\\ (subscription cancel reason discussion)\\ ",Closed,19/Feb/18 6:26 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,blogpost,enhancement,feature_request,project_setup_ux,,,,,"26/Oct/18 1:42 PM;anna.banyik@bitrise.io;@Anna Bátki @Krisztian Godrei  as for the blogpost subtask please note, that the general multiflavor Android task is done. The white label aspect of it has been broken into a separate task and Devcenter article is yet to be writter as per Backlog card: 982uy 
","12/Oct/18 1:53 PM;anna.banyik@bitrise.io;FYI - the while label app aspect of this card will have its own article in Devcenter. For more info, check this Backlog card: 982uy 
"
story,,thz46,Restructuring based on customer feedback,"Use case(s)\\ Customers want greater visibility for: dealing with workflows; fastlane; \\ How it should work for the user\\ There needs to be a separate Steps and a Workflows main menu item on the navigational sidebar. To do that, other menu items need to be merged into existing ones - we have too many ""main menu items"" as it is. \\ Additional resources/research (optional)\\ ",Closed,18/Apr/19 3:19 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
task,,3bvgc,DevCenter: How to create an org/group & number management,"\\ ",Closed,24/May/18 10:49 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,r176n,Clear up the Use bitrise.yml from repository article,"Use case(s)\\ A guide to use the bitrise.yml from the repository. \\ How it should work for the user\\ The user should be able to follow a step-by-step procedure to use the bitrise.yml file embedded in a repository. In addition, the pros and cons of the approach should be clearly laid out but separated from the procedure. \\ Additional resources/research (optional)\\ ",Closed,05/Apr/19 12:54 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,14400,enhancement,,,,,,,
story,,ptnr4,Guide to set up SAML on GSuite,"We should have a step by step guide on setting up Google (GSuite) to behave as an identity provider for SAML login on Bitrise.\\ \\ @Peter Szabo was able to configure it properly on Bitrise's GSuite account, he's willing to help you write the article.\\ ",Closed,27/Mar/19 10:26 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,18000,enhancement,epic:_saml_sso,,,,,,,"28/Mar/19 10:20 AM;anna.banyik@bitrise.io;@Gabor Szakacs please let me know if you'd like to take part in the review process :) Peti has already given me valuable feedback but I'm happy to share it w you as well!
","27/Mar/19 10:26 AM;gabor.szakacs@bitrise.io;Urgent because users are struggling setting up their GSuite accounts.
"
